group,angle_id_6,angle_id_7,max_rpm_id_0,max_rpm_id_1,influence,baseline,bias,baseline_corrected,influence_corrected,absolute_influence,relative_influence
292,-2.1812609623568724,2.879352096627429,5800.0,5800.0,-12.41411923082588,-12.365587405871999,-4.617230125295191,-7.7483572805768075,-7.796889105530689,-0.04853182495388175,0.6263498596733387
293,-2.040134729871393,2.879352096627429,5800.0,5800.0,-12.449993873196979,-12.360817636122725,-4.637822887845822,-7.7229947482769035,-7.812170985351157,-0.0891762370742537,1.1546846784293106
294,-1.897474516598029,2.879352096627429,5800.0,5800.0,-12.529460359530544,-12.229213541518076,-4.618917434912994,-7.610296106605082,-7.91054292461755,-0.300246818012468,3.945271166937639
295,-1.7563482841125495,2.879352096627429,5800.0,5800.0,-12.81503348376541,-12.30133638317487,-4.611876350762765,-7.689460032412105,-8.203157133002644,-0.5136971005905391,6.680535413738245
296,-1.613688070839185,2.879352096627429,5800.0,5800.0,-12.769922411839476,-12.394666731232617,-4.580020212611504,-7.814646518621113,-8.189902199227973,-0.3752556806068599,4.801953354034412
297,-1.4725618383537062,2.879352096627429,5800.0,5800.0,-12.818593570538555,-12.464025237659614,-4.571261929453253,-7.892763308206361,-8.247331641085303,-0.35456833287894174,4.492321878071341
298,-1.331435605868227,2.879352096627429,5800.0,5800.0,-12.787184354002436,-12.47333125464962,-4.542765472953518,-7.930565781696102,-8.244418881048919,-0.3138530993528166,3.9575120866810733
299,-1.1887753925948623,2.879352096627429,5800.0,5800.0,-12.669337215713817,-12.309955062826722,-4.515985001452583,-7.793970061374139,-8.153352214261234,-0.3593821528870951,4.611028141718742
300,-1.0476491601093834,2.879352096627429,5800.0,5800.0,-12.474489396570059,-12.192023455103238,-4.597197351425979,-7.594826103677258,-7.877292045144079,-0.28246594146682114,3.719189058588938
301,-2.225746405205556,2.9667890015369105,5800.0,5800.0,-12.267517729735683,-12.224518788734335,-4.638675847976197,-7.585842940758138,-7.628841881759486,-0.04299894100134871,0.5668314165894311
302,-2.089222115083734,2.9667890015369105,5800.0,5800.0,-12.350945484202873,-12.174770013706103,-4.664678589236255,-7.510091424469849,-7.686266894966618,-0.1761754704967693,2.3458498777091235
303,-1.952697824961912,2.9667890015369105,5800.0,5800.0,-12.526127655748967,-12.23262602686882,-4.653962897185364,-7.578663129683456,-7.872164758563603,-0.2935016288801471,3.8727361786353205
304,-1.8161735348400896,2.9667890015369105,5800.0,5800.0,-12.581371878792567,-12.321083867341187,-4.675014699622989,-7.646069167718198,-7.906357179169578,-0.2602880114513795,3.4042068642318695
305,-1.6796492447182674,2.9667890015369105,5800.0,5800.0,-12.748723234556305,-12.386011463546357,-4.703814772729859,-7.682196690816498,-8.044908461826445,-0.36271177100994745,4.721459051465614
306,-1.5431249545964456,2.9667890015369105,5800.0,5800.0,-12.794678996371701,-12.61716451909807,-4.675735417224631,-7.941429101873439,-8.11894357914707,-0.1775144772736308,2.235296380493454
307,-1.4066006644746234,2.9667890015369105,5800.0,5800.0,-12.842842364960607,-12.698895537249182,-4.666709321703087,-8.032186215546094,-8.176133043257519,-0.14394682771142442,1.79212513067512
308,-1.2700763743528012,2.9667890015369105,5800.0,5800.0,-12.881572497146637,-12.477974340157916,-4.648173583560741,-7.829800756597175,-8.233398913585896,-0.40359815698872126,5.154641472181275
309,-1.1350860650188648,2.9667890015369105,5800.0,5800.0,-12.652517491850725,-12.581279222447694,-4.64187993756527,-7.939399284882424,-8.010637554285456,-0.07123826940303157,0.8972753082047134
310,-2.268697867266354,3.0542259064463924,5800.0,5800.0,-12.432855232432484,-12.486006663510793,-4.711446902122184,-7.774559761388609,-7.7214083303103,0.053151431078308775,-0.683658402656814
311,-2.132173577144532,3.0542259064463924,5800.0,5800.0,-12.397848957825898,-12.395755252175656,-4.725417673901178,-7.670337578274478,-7.672431283924721,-0.0020937056502425833,0.02729613434710893
312,-1.9956492870227096,3.0542259064463924,5800.0,5800.0,-12.630741472225672,-12.68865757038196,-4.7601500560190075,-7.928507514362952,-7.870591416206665,0.05791609815628718,-0.7304791986558479
313,-1.859124996900888,3.0542259064463924,5800.0,5800.0,-12.60399504702992,-12.807066978334756,-4.779785782222431,-8.027281196112325,-7.8242092648074895,0.20307193130483547,-2.529772239736473
314,-1.7241346875669512,3.0542259064463924,5800.0,5800.0,-12.6506759952413,-12.72830891250016,-4.783568182186409,-7.94474073031375,-7.867107813054892,0.07763291725885857,-0.9771611169467669
315,-1.587610397445129,3.0542259064463924,5800.0,5800.0,-12.883702762785271,-12.753734024775397,-4.742340201286352,-8.011393823489046,-8.14136256149892,-0.12996873800987352,1.6222987019912944
316,-1.4510861073233072,3.0542259064463924,5800.0,5800.0,-12.942128128185868,-12.68851591795683,-4.76260395776587,-7.92591196019096,-8.179524170419999,-0.253612210229039,3.1997858606409335
317,-1.314561817201485,3.0542259064463924,5800.0,5800.0,-13.011596231783285,-12.653963929715534,-4.689701956776497,-7.964261972939037,-8.321894275006787,-0.3576323020677501,4.490463815516275
318,-1.1780375270796628,3.0542259064463924,5800.0,5800.0,-12.812357121353209,-12.67950148381188,-4.681302561015353,-7.998198922796527,-8.131054560337855,-0.13285563754132834,1.6610694335528742
319,-2.313183310115037,3.1416628113558733,5800.0,5800.0,-12.386952210968616,-12.557823421909566,-4.720833177864551,-7.8369902440450145,-7.6661190331040645,0.17087121094095004,-2.1803167494152182
320,-2.1812609623568724,3.1416628113558733,5800.0,5800.0,-12.41517059283177,-12.743626891164585,-4.719681732743792,-8.023945158420792,-7.695488860087977,0.3284562983328154,-4.093451436269032
321,-2.0508725953865925,3.1416628113558733,5800.0,5800.0,-12.585240912530208,-12.847323036885275,-4.813655277735498,-8.033667759149775,-7.77158563479471,0.2620821243550653,-3.2622972745739007
322,-1.9204842284163133,3.1416628113558733,5800.0,5800.0,-12.566962562498524,-12.78956760297785,-4.760832753713497,-8.028734849264353,-7.806129808785028,0.2226050404793254,-2.7726042104843205
323,-1.788561880658148,3.1416628113558733,5800.0,5800.0,-12.579977531477653,-12.79511888294299,-4.786786959422262,-8.008331923520728,-7.793190572055391,0.21514135146533775,-2.6864689615756396
324,-1.6581735136878688,3.1416628113558733,5800.0,5800.0,-12.696130480560907,-12.75455585917456,-4.751938525397634,-8.002617333776927,-7.944191955163273,0.05842537861365393,-0.7300783753217325
325,-1.527785146717589,3.1416628113558733,5800.0,5800.0,-12.91424334670783,-12.61461394187782,-4.710830420286673,-7.903783521591148,-8.203412926421157,-0.299629404830009,3.790961683243182
326,-1.395862798959424,3.1416628113558733,5800.0,5800.0,-12.971879033470378,-12.77054666876793,-4.731119900356281,-8.039426768411648,-8.240759133114096,-0.20133236470244853,2.5043124404530874
327,-1.2654744319891449,3.1416628113558733,5800.0,5800.0,-12.920774464326746,-12.73870239924992,-4.77945118753874,-7.95925121171118,-8.141323276788006,-0.1820720650768255,2.2875526884856465
328,-2.313183310115037,-3.054085590914231,5800.0,5800.0,-12.39718799479087,-12.653934490160239,-4.794878718388545,-7.859055771771694,-7.602309276402326,0.25674649536936833,-3.2668873058714674
329,-2.1873968855084147,-3.054085590914231,5800.0,5800.0,-12.534684739894342,-12.65347449217426,-4.821964443288162,-7.831510048886098,-7.71272029660618,0.11878975227991795,-1.5168179768448846
330,-2.061610460901792,-3.054085590914231,5800.0,5800.0,-12.463495594130416,-12.736978331000017,-4.839900150477329,-7.897078180522688,-7.623595443653087,0.27348273686960134,-3.4630876207369674
331,-1.9358240362951695,-3.054085590914231,5800.0,5800.0,-12.506637825260896,-12.818629098544791,-4.86645789625518,-7.952171202289612,-7.640179929005716,0.31199127328389586,-3.923347037524374
332,-1.810037611688547,-3.054085590914231,5800.0,5800.0,-12.587761000076435,-12.849799737466672,-4.9295735995800465,-7.920226137886625,-7.658187400496389,0.2620387373902364,-3.3084754504264304
333,-1.68578516786981,-3.054085590914231,5800.0,5800.0,-12.655037559199696,-12.895136909821048,-4.882529155078557,-8.01260775474249,-7.772508404121139,0.24009935062135046,-2.996519459962842
334,-1.5599987432631877,-3.054085590914231,5800.0,5800.0,-13.009850920237396,-12.901724167929201,-4.915933590583287,-7.985790577345914,-8.093917329654108,-0.10812675230819391,1.3539893296842496
335,-1.4342123186565652,-3.054085590914231,5800.0,5800.0,-13.02944616479821,-12.948365063976041,-4.8796926726304095,-8.068672391345633,-8.1497534921678,-0.08108110082216768,1.0048877546340134
336,-1.3084258940499425,-3.054085590914231,5800.0,5800.0,-13.05028838003449,-12.863836224243387,-4.840470712699046,-8.023365511544341,-8.209817667335443,-0.18645215579110186,2.323864661566608
337,-2.3561347721758352,-2.966648686004749,5800.0,5800.0,-12.642801530073589,-12.834074964125952,-4.863221652170725,-7.970853311955227,-7.779579877902864,0.19127343405236275,-2.399660695869009
338,-2.236484270720755,-2.966648686004749,5800.0,5800.0,-12.638043123220662,-12.748315361701819,-4.846864414916688,-7.901450946785131,-7.791178708303974,0.11027223848115675,-1.3955947992820648
339,-2.116833769265676,-2.966648686004749,5800.0,5800.0,-12.488556307519389,-12.885251012563582,-4.8394236590431134,-8.045827353520469,-7.649132648476275,0.3966947050441938,-4.930440184881909
340,-1.9956492870227096,-2.966648686004749,5800.0,5800.0,-12.453392298227225,-12.758607154587905,-4.845711041338594,-7.91289611324931,-7.607681256888631,0.3052148563606796,-3.8571826546494083
341,-1.8759987855676297,-2.966648686004749,5800.0,5800.0,-12.4250123725294,-12.793825995134032,-4.851258719436377,-7.942567275697655,-7.573753653093023,0.36881362260463213,-4.643506435672419
342,-1.7563482841125495,-2.966648686004749,5800.0,5800.0,-12.488269464485347,-12.762518748578666,-4.8472181534507595,-7.915300595127906,-7.6410513110345875,0.27424928409331883,-3.464799356604689
343,-1.6366977826574698,-2.966648686004749,5800.0,5800.0,-12.65104427999972,-12.829659047833658,-4.823201245130952,-8.006457802702705,-7.827843034868768,0.17861476783393737,-2.2308837720176724
344,-1.5155133004145038,-2.966648686004749,5800.0,5800.0,-12.867029955610633,-12.765510935220659,-4.8011441742204175,-7.9643667610002415,-8.065885781390215,-0.10151902038997296,1.2746653115862185
345,-1.395862798959424,-2.966648686004749,5800.0,5800.0,-12.888853282786574,-12.808273866045388,-4.710620340600539,-8.097653525444848,-8.178232942186035,-0.08057941674118752,0.9950958816401181
346,-2.3561347721758352,-2.879211781095268,5800.0,5800.0,-12.58461806178093,-12.693984939124988,-4.743903894828788,-7.9500810442961996,-7.840714166952141,0.10936687734405837,-1.3756699678240871
347,-2.2410862130844125,-2.879211781095268,5800.0,5800.0,-12.411340973898769,-12.54295954075625,-4.755662602001859,-7.787296938754391,-7.65567837189691,0.1316185668574814,-1.6901701308250656
348,-2.127571634780874,-2.879211781095268,5800.0,5800.0,-12.367797549969996,-12.751624507973125,-4.753119467564349,-7.998505040408776,-7.614678082405647,0.3838269580031284,-4.7987337141630695
349,-2.012523075689452,-2.879211781095268,5800.0,5800.0,-12.303167133405804,-12.756047419069235,-4.736199664697051,-8.019847754372183,-7.566967468708753,0.4528802856634302,-5.646993553169801
350,-1.897474516598029,-2.879211781095268,5800.0,5800.0,-12.200318167118427,-12.790002643845073,-4.753732340335846,-8.036270303509227,-7.446585826782581,0.5896844767266458,-7.337787984422901
351,-1.783959938294491,-2.879211781095268,5800.0,5800.0,-12.309863447910809,-12.79702479054546,-4.785040821559688,-8.011983968985772,-7.524822626351121,0.4871613426346517,-6.080408354790067
352,-1.668911379203068,-2.879211781095268,5800.0,5800.0,-12.618896259641517,-12.761497875697563,-4.770550524691741,-7.990947351005822,-7.848345734949776,0.14260161605604615,-1.784539551973107
353,-1.553862820111645,-2.879211781095268,5800.0,5800.0,-12.944291501048955,-12.811061008986949,-4.729957408485017,-8.081103600501931,-8.214334092563938,-0.13323049206200643,1.6486670465866973
354,-1.4403482418081075,-2.879211781095268,5800.0,5800.0,-12.911598244883578,-12.753014943589726,-4.662317185805261,-8.090697757784465,-8.249281059078317,-0.15858330129385223,1.9600695272700221
355,-2.3561347721758352,-2.7917748761857863,5800.0,5800.0,-12.444553576389485,-12.649933422313017,-4.677505459859199,-7.972427962453819,-7.767048116530286,0.20537984592353276,-2.5761267068297133
356,-2.247222136235955,-2.7917748761857863,5800.0,5800.0,-12.39775811438467,-12.588618308676724,-4.699836658086149,-7.888781650590575,-7.697921456298522,0.19086019429205336,-2.4193874636873116
357,-2.1383095002960744,-2.7917748761857863,5800.0,5800.0,-12.349925168774394,-12.700595011888456,-4.737955159638796,-7.96263985224966,-7.611970009135598,0.350669843114062,-4.40393951780939
358,-2.029396864356194,-2.7917748761857863,5800.0,5800.0,-12.197738017021818,-12.700529392101588,-4.69074105717386,-8.009788334927727,-7.506996959847958,0.5027913750797692,-6.277211757110758
359,-1.9204842284163133,-2.7917748761857863,5800.0,5800.0,-12.108318194985529,-12.731831428116926,-4.675739929087718,-8.056091499029208,-7.432578265897811,0.6235132331313968,-7.739649347410375
360,-1.810037611688547,-2.7917748761857863,5800.0,5800.0,-12.193719528635823,-12.701464920582069,-4.660760326207886,-8.040704594374184,-7.532959202427937,0.5077453919462469,-6.3146877986476415
361,-1.592212339808786,-2.7917748761857863,5800.0,5800.0,-12.54998006023142,-12.76987288552201,-4.63167814234199,-8.138194743180021,-7.91830191788943,0.21989282529059118,-2.701985295631639
362,-1.4832997038689055,-2.7917748761857863,5800.0,5800.0,-12.729181073594281,-12.55556858806836,-4.556563788073978,-7.999004799994381,-8.172617285520303,-0.173612485525922,2.1704260700786673
363,-2.313183310115037,-2.7058719520641903,5800.0,5800.0,-12.332728568551692,-12.542759681800744,-4.586021151407128,-7.956738530393616,-7.746707417144564,0.21003111324905177,-2.639663380250119
364,-2.2150085396903565,-2.7058719520641903,5800.0,5800.0,-12.22975405442519,-12.564716711422596,-4.612477346629691,-7.952239364792905,-7.617276707795498,0.3349626569974067,-4.212180263089074
365,-2.116833769265676,-2.7058719520641903,5800.0,5800.0,-12.17141990691435,-12.579222844206619,-4.614090911900094,-7.965131932306525,-7.557328995014256,0.4078029372922689,-5.119851632817565
366,-2.018658998840994,-2.7058719520641903,5800.0,5800.0,-12.080216764195859,-12.636937596263126,-4.6085277249134515,-8.028409871349673,-7.471689039282407,0.5567208320672661,-6.9343847784103545
367,-1.9204842284163133,-2.7058719520641903,5800.0,5800.0,-12.117438047450683,-12.645338605767606,-4.6864198323687125,-7.958918773398893,-7.431018215081971,0.5279005583169223,-6.632817513872929
368,-1.822309457991632,-2.7058719520641903,5800.0,5800.0,-12.158393325502324,-12.68552857119778,-4.766063633586178,-7.919464937611602,-7.392329691916146,0.5271352456954563,-6.656197733661952
369,-1.7241346875669512,-2.7058719520641903,5800.0,5800.0,-12.448046642560339,-12.792370409592252,-4.749184836588408,-8.043185573003843,-7.698861805971931,0.3443237670319119,-4.2809377442141905
370,-1.62595991714227,-2.7058719520641903,5800.0,5800.0,-12.620975834716331,-12.762172478403574,-4.728637400334769,-8.033535078068805,-7.892338434381562,0.14119664368724294,-1.7575904295570144
371,-1.527785146717589,-2.7058719520641903,5800.0,5800.0,-12.760382549811078,-12.642616345939123,-4.626476055917595,-8.016140290021529,-8.133906493893484,-0.11776620387195535,1.469113558535776
372,-2.313183310115037,-2.618435047154709,5800.0,5800.0,-12.408935128759799,-12.584530397075877,-4.651711944718435,-7.932818452357442,-7.757223184041364,0.1755952683160782,-2.2135293952667667
373,-2.2150085396903565,-2.618435047154709,5800.0,5800.0,-12.255203911588788,-12.447215424492716,-4.693014360987557,-7.7542010635051595,-7.562189550601231,0.19201151290392815,-2.476225614107722
374,-2.116833769265676,-2.618435047154709,5800.0,5800.0,-12.24452776780902,-12.689019552700183,-4.728797547407775,-7.960222005292407,-7.515730220401244,0.4444917848911629,-5.5839119134571815
375,-2.018658998840994,-2.618435047154709,5800.0,5800.0,-12.156741802179855,-12.58328821152603,-4.65517231024705,-7.92811590127898,-7.5015694919328055,0.4265464093461748,-5.380173734308847
376,-1.9204842284163133,-2.618435047154709,5800.0,5800.0,-12.069951024317806,-12.656935011705261,-4.630745679389483,-8.026189332315779,-7.4392053449283235,0.5869839873874554,-7.313358345835261
377,-1.822309457991632,-2.618435047154709,5800.0,5800.0,-12.072510575414862,-12.645091890354028,-4.580044977633984,-8.065046912720042,-7.492465597780877,0.572581314939165,-7.099541033494801
378,-1.7241346875669512,-2.618435047154709,5800.0,5800.0,-12.213855019000299,-12.529184479579747,-4.546213724289258,-7.98297075529049,-7.667641294711041,0.31532946057944855,-3.950026503234686
379,-1.527785146717589,-2.618435047154709,5800.0,5800.0,-12.60853058391065,-12.56120774980861,-4.4860047047844365,-8.075203045024173,-8.122525879126213,-0.04732283410204019,0.5860265536134086
380,-2.268697867266354,-2.5309981422452275,5800.0,5800.0,-12.157021674285469,-12.502088735711679,-4.465688181222732,-8.036400554488946,-7.691333493062737,0.34506706142620924,-4.29380117487378
381,-2.1873968855084147,-2.5309981422452275,5800.0,5800.0,-12.10653295535558,-12.505932269939592,-4.491673234582009,-8.014259035357583,-7.61485972077357,0.3993993145840129,-4.9836087506272175
382,-2.1045619229625903,-2.5309981422452275,5800.0,5800.0,-12.01390620780826,-12.45237028116942,-4.494454055136301,-7.957916226033119,-7.519452152671959,0.43846407336116044,-5.509784985255204
383,-2.023260941204651,-2.5309981422452275,5800.0,5800.0,-12.002003227416969,-12.562596151552807,-4.510663186838804,-8.051932964714002,-7.491340040578165,0.560592924135837,-6.9622154902745
384,-1.9419599594467123,-2.5309981422452275,5800.0,5800.0,-11.949322929000555,-12.447537397173805,-4.48957300223449,-7.9579643949393155,-7.459749926766065,0.4982144681732503,-6.260576743596369
385,-1.859124996900888,-2.5309981422452275,5800.0,5800.0,-12.006990402843511,-12.409276696957466,-4.49235203200433,-7.916924664953136,-7.514638370839181,0.40228629411395467,-5.081345486269522
386,-1.7778240151429483,-2.5309981422452275,5800.0,5800.0,-12.064591222390805,-12.49497299740712,-4.484460311276572,-8.010512686130546,-7.5801309111142325,0.4303817750163139,-5.372711983360063
387,-1.6965230333850096,-2.5309981422452275,5800.0,5800.0,-12.250291709331316,-12.501650176625885,-4.466776799733,-8.034873376892886,-7.783514909598316,0.2513584672945699,-3.12834385190736
388,-1.613688070839185,-2.5309981422452275,5800.0,5800.0,-12.370041913101735,-12.425954895674842,-4.346441836396525,-8.079513059278316,-8.023600076705211,0.05591298257310484,-0.6920340639699286
389,-2.268697867266354,-2.4435612373357456,5800.0,5800.0,-12.095802262646439,-12.481949866969654,-4.38390051203128,-8.098049354938373,-7.711901750615159,0.3861476043232148,-4.768402702901944
390,-2.191998827872072,-2.4435612373357456,5800.0,5800.0,-12.011212040603022,-12.465569545124577,-4.370777420088766,-8.094792125035811,-7.640434620514256,0.4543575045215551,-5.612960746901762
391,-2.116833769265676,-2.4435612373357456,5800.0,5800.0,-11.93897076017301,-12.188330848991097,-4.361685380620776,-7.82664546837032,-7.577285379552234,0.24936008881808647,-3.186040428505684
392,-2.040134729871393,-2.4435612373357456,5800.0,5800.0,-11.934434785687525,-12.339712908969792,-4.34921314412399,-7.9904997648458025,-7.585221641563535,0.4052781232822671,-5.071999689747666
393,-1.963435690477111,-2.4435612373357456,5800.0,5800.0,-11.913785353765725,-12.349021799657251,-4.360327906852221,-7.98869389280503,-7.553457446913504,0.4352364458915261,-5.448155252055899
394,-1.8867366510828287,-2.4435612373357456,5800.0,5800.0,-11.94643495496486,-12.37490496430266,-4.376022206508453,-7.998882757794207,-7.570412748456406,0.42847000933780066,-5.356623197412093
395,-1.810037611688547,-2.4435612373357456,5800.0,5800.0,-12.006094045382694,-12.414010794048979,-4.376601471787407,-8.03740932226157,-7.629492573595287,0.4079167486662838,-5.075226759155573
396,-1.7348725530821507,-2.4435612373357456,5800.0,5800.0,-12.073097089726025,-12.442750983272882,-4.375203500311058,-8.067547482961825,-7.697893589414966,0.3696538935468583,-4.58198596695644
397,-1.6581735136878688,-2.4435612373357456,5800.0,5800.0,-12.196076874820756,-12.363907958937377,-4.22989093221295,-8.134017026724427,-7.966185942607806,0.16783108411662084,-2.063323491519743
398,-2.225746405205556,-2.356124332426264,5800.0,5800.0,-11.955678338751593,-12.227579599896504,-4.254563872925358,-7.973015726971147,-7.701114465826235,0.27190126114491164,-3.4102687170818324
399,-2.165921154478016,-2.356124332426264,5800.0,5800.0,-11.920848054664079,-12.315298539444067,-4.2633041306003365,-8.05199440884373,-7.657543924063742,0.3944504847799868,-4.898792333322423
400,-2.1045619229625903,-2.356124332426264,5800.0,5800.0,-11.888912128657102,-12.323819971509227,-4.276860415441896,-8.046959556067332,-7.612051713215206,0.4349078428521258,-5.40462319739397
401,-2.04473667223505,-2.356124332426264,5800.0,5800.0,-11.90646198679725,-12.203751699769652,-4.260149266312159,-7.943602433457493,-7.646312720485091,0.29728971297240214,-3.742504933533101
402,-1.98491142150751,-2.356124332426264,5800.0,5800.0,-11.858821235047404,-12.203840135790639,-4.2457300405298355,-7.958110095260803,-7.613091194517569,0.34501890074323427,-4.335437643024054
403,-1.9250861707799705,-2.356124332426264,5800.0,5800.0,-11.879821493849159,-12.21419862581634,-4.256681244490169,-7.957517381326172,-7.62314024935899,0.334377131967182,-4.202028295305538
404,-1.8652609200524304,-2.356124332426264,5800.0,5800.0,-11.883753107515696,-12.335475662620457,-4.269179333228199,-8.066296329392259,-7.614573774287497,0.45172255510476145,-5.6001234849104
405,-1.80543566932489,-2.356124332426264,5800.0,5800.0,-11.906824125043542,-12.31258895365001,-4.228178014755249,-8.084410938894761,-7.678646110288293,0.40576482860646834,-5.019101968880634
406,-1.7456104185973502,-2.356124332426264,5800.0,5800.0,-11.973416665655362,-12.251561892764501,-4.056799370304263,-8.194762522460238,-7.9166172953511,0.278145227109138,-3.394182886286167
407,-2.1383095002960744,-2.2686874275167828,5800.0,5800.0,-11.77433681599665,-12.061309695494803,-4.099224795005885,-7.962084900488918,-7.675112020990765,0.286972879498153,-3.6042428972407863
408,-2.0999599805989333,-2.2686874275167828,5800.0,5800.0,-11.795512116223968,-12.083441904241388,-4.103990015895974,-7.979451888345414,-7.691522100327994,0.2879297880174203,-3.6083905517114943
409,-2.061610460901792,-2.2686874275167828,5800.0,5800.0,-11.750825614513753,-12.089387931489798,-4.091327611004342,-7.998060320485456,-7.659498003509411,0.338562316976045,-4.2330553085338
410,-2.023260941204651,-2.2686874275167828,5800.0,5800.0,-11.71282549977946,-12.109574242354185,-4.094104672832068,-8.015469569522118,-7.618720826947391,0.3967487425747267,-4.949787896186609
411,-1.98491142150751,-2.2686874275167828,5800.0,5800.0,-11.708098650722533,-12.050280930655344,-4.06785809245206,-7.982422838203283,-7.640240558270473,0.3421822799328105,-4.28669699499194
412,-1.946561901810369,-2.2686874275167828,5800.0,5800.0,-11.710178858600557,-12.088085176042942,-4.065819082245369,-8.022266093797572,-7.644359776355188,0.3779063174423847,-4.710717807460457
413,-1.908212382113228,-2.2686874275167828,5800.0,5800.0,-11.658388183176893,-12.11323407309396,-4.05652359051109,-8.056710482582869,-7.601864592665803,0.454845889917066,-5.645553366977247
414,-1.8713968432039727,-2.2686874275167828,5800.0,5800.0,-11.702527264052746,-12.097489129763574,-4.045618214469025,-8.051870915294549,-7.656909049583721,0.3949618657108278,-4.905218549400696
415,-1.833047323506832,-2.2686874275167828,5800.0,5800.0,-11.708522464001495,-12.092363347183284,-0.9900047845823231,-11.10235856260096,-10.718517679419172,0.38384088318178833,-3.4572913585657568
416,-1.3084258940499425,-0.872764910540849,5800.0,5800.0,-8.655289488511617,-9.072074663479796,-1.0078417976983474,-8.064232865781449,-7.647447690813269,0.41678517496817946,-5.16831770492024
417,-1.2700763743528012,-0.872764910540849,5800.0,5800.0,-8.778349432464863,-8.848534956931076,-1.0266258366724,-7.821909120258676,-7.751723595792463,0.07018552446621307,-0.897294041481934
418,-1.233260835443546,-0.872764910540849,5800.0,5800.0,-8.694417331667266,-8.860590611158779,-1.0096127668449797,-7.8509778443138,-7.6848045648222865,0.16617327949151317,-2.116593407684457
419,-1.1949113157464049,-0.872764910540849,5800.0,5800.0,-8.663057026353854,-8.801562666707225,-1.0331406446029163,-7.768422022104309,-7.629916381750938,0.13850564035337065,-1.782931462261782
420,-1.1565617960492638,-0.872764910540849,5800.0,5800.0,-8.70578132748837,-8.856587985157967,-1.048681990797071,-7.807905994360896,-7.657099336691299,0.15080665766959633,-1.931460980428215
421,-1.1182122763521227,-0.872764910540849,5800.0,5800.0,-8.88883509981406,-9.02463751677792,-1.0674309876122987,-7.957206529165622,-7.821404112201761,0.13580241696386075,-1.7066594472080487
422,-1.079862756654982,-0.872764910540849,5800.0,5800.0,-8.941365861614932,-8.899340858300361,-1.0652470464169668,-7.8340938118833945,-7.876118815197965,-0.0420250033145706,0.5364373254099106
423,-1.041513236957841,-0.872764910540849,5800.0,5800.0,-8.922574285752264,-8.88285803248485,-1.1237317046693838,-7.759126327815466,-7.79884258108288,-0.03971625326741446,0.5118650166196782
424,-1.0031637172607,-0.872764910540849,5800.0,5800.0,-8.875873735344799,-8.881490046647993,-0.9112294481229963,-7.970260598524997,-7.964644287221803,0.005616311303194621,-0.07046584278855317
425,-1.395862798959424,-0.7853280056313676,5800.0,5800.0,-8.594595229387936,-8.644477749812628,-0.9069392393898753,-7.737538510422753,-7.687655989998061,0.04988252042469199,-0.6446820310813106
426,-1.336037548231884,-0.7853280056313676,5800.0,5800.0,-8.52845430113782,-8.64247086897153,-0.9172936108898047,-7.725177258081726,-7.611160690248016,0.11401656783371017,-1.4759087594324294
427,-1.276212297504344,-0.7853280056313676,5800.0,5800.0,-8.422546456445808,-8.734320498310037,-0.9264768894780085,-7.807843608832028,-7.496069566967799,0.3117740418642292,-3.993087688277446
428,-1.216387046776804,-0.7853280056313676,5800.0,5800.0,-8.673541245966836,-8.816458506950203,-0.9240923605863173,-7.892366146363886,-7.749448885380519,0.1429172609833671,-1.8108290762613808
429,-1.1565617960492638,-0.7853280056313676,5800.0,5800.0,-8.614346100562363,-8.681236765511201,-0.9584830281407597,-7.722753737370441,-7.655863072421603,0.06689066494883811,-0.8661504331693742
430,-1.0967365453217242,-0.7853280056313676,5800.0,5800.0,-8.54449781565078,-8.728063596431175,-0.969170419812926,-7.758893176618249,-7.575327395837855,0.18356578078039476,-2.3658758614383038
431,-1.036911294594184,-0.7853280056313676,5800.0,5800.0,-8.726993662265539,-8.792348998849773,-0.971711130820611,-7.820637868029162,-7.755282531444927,0.06535533658423454,-0.8356778268868291
432,-0.9755520630787582,-0.7853280056313676,5800.0,5800.0,-8.672595734540591,-8.826194067530617,-0.9651999344924305,-7.8609941330381865,-7.707395800048161,0.15359833299002545,-1.9539301313619146
433,-0.915726812351218,-0.7853280056313676,5800.0,5800.0,-8.902259925060998,-8.834619440114837,-0.8475510750955135,-7.987068365019324,-8.054708849965484,-0.06764048494616048,0.8468749966183223
434,-1.4832997038689055,-0.697891100721886,5800.0,5800.0,-8.414726478274874,-8.788354790470683,-0.7705524329873074,-8.017802357483376,-7.644174045287566,0.3736283121958097,-4.65998406467435
435,-1.4066006644746234,-0.697891100721886,5800.0,5800.0,-8.432983592773235,-8.576730289914538,-0.7567383039345276,-7.81999198598001,-7.676245288838707,0.14374669714130306,-1.8381949418748484
436,-1.331435605868227,-0.697891100721886,5800.0,5800.0,-8.36872964865683,-8.626411228337972,-0.8043379540456118,-7.82207327429236,-7.564391694611218,0.257681579681142,-3.2942874688738293
437,-1.254736566473945,-0.697891100721886,5800.0,5800.0,-8.383403420775673,-8.425748140894218,-0.7814093175621075,-7.64433882333211,-7.601994103213566,0.04234472011854429,-0.5539356783780882
438,-1.1780375270796628,-0.697891100721886,5800.0,5800.0,-8.293067493587442,-8.413237196093426,-0.7716804591806508,-7.641556736912776,-7.521387034406791,0.12016970250598469,-1.5725814339047073
